Federal Provider Number,Provider Zip Code,Ownership Type,Date First Approved to Provide Medicare and Medicaid services,Overall Rating,Reported RN Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total Amount of Fines in Dollars,Facility age,Government,Non profit,For profit,Young (<33% Percentile),Medium (33%-66% Percentile),Old (>66% Percentile),4- or 5-Star Overall Rating,3-Star Overall Rating,1- or 2-Star Overall Rating,0.75 RN staffing hours per resident day or higher,Under 0.75 RN staffing hours per resident day ,4.1 nurse staffing hours per resident day or higher,Under 4.1 nurse staffing hours per resident day,No fine,Small fine (1-<Median),Large fine (>=Median),No federal deficiencies,Federal deficiencies,Serious federal deficiencies
106052,32503,Non profit - Corporation,04/01/2003,5,0.68171,5.02991,0,17,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,6,0
195489,71350,For profit - Corporation,05/01/2000,3,0.2924,3.86112,0,20,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,16,0
056379,93030,For profit - Partnership,10/01/1973,3,0.3873,3.87891,0,47,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,38,0
175516,67156,Government - State,09/01/2010,2,0.72771,5.37245,26275,10,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,35,4
146166,60134,Non profit - Corporation,12/13/2013,5,2.37272,4.78243,0,7,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,10,1
055147,93638,For profit - Corporation,01/01/1967,2,0.32,3.59683,0,54,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,33,2
135068,83318,For profit - Corporation,01/01/1978,5,0.62764,4.0322,0,43,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,21,0
106094,33156,For profit - Corporation,06/14/2012,5,1.25941,5.00995,0,8,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,11,0
165391,52043,Non profit - Other,04/01/1998,5,0.71878,2.91113,0,22,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,7,2
245434,56308,For profit - Partnership,02/01/1987,5,1.14595,4.51383,7150,33,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,6,1
106058,32216,For profit - Limited Liability company,02/20/2004,5,0.38239,3.85345,0,16,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,9,0
245261,56283,For profit - Corporation,10/01/1983,4,0.64689,5.23257,0,37,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,21,0
115682,30329,Non profit - Corporation,01/30/2003,3,0.30559,3.72918,53125,17,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,5,3
185388,40041,For profit - Corporation,11/08/1993,5,0.66885,4.9687,0,27,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,4,0
075366,06514,For profit - Partnership,01/01/1992,3,0.49714,3.82116,27999,29,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,21,2
106063,34238,Non profit - Corporation,11/17/2004,5,1.20101,5.25635,0,16,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3,0
225259,02301,Non profit - Corporation,08/01/1977,4,0.71149,3.67854,0,43,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,21,0
105575,33016,For profit - Individual,09/02/1987,4,1.44614,4.3423,10000,33,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,14,3
145591,60640,Non profit - Corporation,02/25/1988,4,1.3628,4.16382,0,32,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,19,0
265513,64701,For profit - Corporation,11/05/1992,1,0.28858,2.52847,11278,28,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,29,1
245559,56585,Non profit - Other,06/01/1991,2,0.47947,3.33716,22556,29,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,12,2
075047,06484,For profit - Corporation,01/01/1967,1,0.47084,3.06398,49380,54,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,35,3
195487,70582,For profit - Corporation,08/01/2000,3,0.24037,3.82745,6500,20,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,11,1
105749,33702,Non profit - Corporation,01/01/1992,2,0.45484,3.60762,0,29,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,14,1
265762,64506,For profit - Corporation,04/22/2003,2,0.27444,3.86698,0,17,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,41,1
155658,46041,Non profit - Corporation,12/01/1998,1,0.50152,4.01205,27794,22,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,43,3
056080,91105,For profit - Partnership,01/01/1970,2,0.38813,3.76329,15000,51,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,54,2
225137,02148,For profit - Corporation,08/07/1967,4,1.02923,3.03789,0,53,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,21,0
146019,62821,Non profit - Corporation,12/21/2001,2,0.63755,3.43103,0,19,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,12,0
105325,32953,For profit - Corporation,07/01/1978,2,0.54295,3.8896,3354,42,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,35,0
056338,93612,For profit - Corporation,06/26/1972,4,0.3118,3.70871,0,48,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,27,0
115491,31714,For profit - Corporation,10/01/1989,5,0.39425,3.73067,0,31,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,5,0
105708,34684,Non profit - Other,12/01/1990,5,0.93503,4.05307,5948,30,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,15,0
075312,06457,For profit - Corporation,06/29/1987,4,0.43881,3.40247,0,33,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,14,0
145910,62047,For profit - Limited Liability company,09/26/1996,4,0.66226,3.03887,0,24,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,13,0
225417,02130,Non profit - Corporation,07/01/1990,5,1.60336,4.5799,13627,30,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,9,2
265171,65065,For profit - Corporation,07/01/1982,5,0.8878,3.06632,0,38,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,4,0
245486,56573,Government - Hospital district,07/01/1987,4,1.42378,5.26844,0,33,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,21,0
185362,40050,For profit - Corporation,10/29/1992,3,0.40195,3.08475,0,28,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,7,0
235333,48180,For profit - Corporation,02/22/1977,1,0.42981,3.11986,76499,43,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,53,7
145121,62002,Non profit - Corporation,01/24/1967,5,0.62481,3.7056,0,54,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,26,1
155295,46041,For profit - Corporation,04/03/1987,1,0.31161,2.66968,0,33,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,42,4
045369,72501,For profit - Corporation,09/21/2001,5,0.39657,3.46912,0,19,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,14,1
195249,71467,For profit - Corporation,02/13/1990,4,0.22479,3.47508,0,30,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,3,0
235171,48439,For profit - Partnership,06/19/1969,4,0.9628,4.06986,36854,51,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,43,4
115436,30125,For profit - Corporation,10/01/1989,5,0.23823,3.65484,0,31,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0
185462,40272,For profit - Corporation,08/31/2006,4,0.62787,3.83071,0,14,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,4,0
185271,42141,For profit - Corporation,04/30/1991,2,0.46478,3.39045,0,29,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,13,0
245407,56087,Non profit - Church related,11/01/1988,5,0.81711,4.06976,0,32,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,13,0
215337,21713,For profit - Corporation,12/01/2001,3,0.61179,4.36827,0,19,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,44,0
245511,55362,Non profit - Corporation,01/01/1988,5,1.60986,4.58378,7296,33,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,15,2
055892,94705,For profit - Corporation,02/14/1968,5,0.32473,3.58458,0,52,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,10,0
056377,90019,For profit - Limited Liability company,06/01/1979,2,0.52181,4.20061,0,41,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,38,3
255169,39120,For profit - Corporation,03/01/1994,2,0.46913,3.88389,0,26,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,22,0
055372,91733,For profit - Limited Liability company,01/01/1978,3,0.52459,3.98831,6633,43,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,58,1
055446,95603,For profit - Corporation,08/01/1973,5,0.40615,3.92448,0,47,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,27,0
155593,46131,Non profit - Other,01/10/1996,3,0.51854,4.21845,0,25,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,17,2
045440,72370,For profit - Limited Liability company,03/08/2011,5,0.27992,3.56857,7964,9,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,11,1
105961,32209,Non profit - Corporation,07/24/1997,5,3.36854,7.18077,0,23,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,5,0
105464,32905,For profit - Limited Liability company,07/16/1984,2,0.71134,4.15912,8099,36,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,30,1
225016,01606,Non profit - Corporation,01/07/1970,5,0.95582,4.25615,0,51,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,6,0
14E247,60436,For profit - Partnership,04/14/1975,4,0.38688,1.62089,0,45,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,21,0
165234,52356,For profit - Partnership,11/01/1994,2,0.59666,2.64658,0,26,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,28,0
106074,34741,For profit - Limited Liability company,10/19/2006,2,1.03316,4.05994,334672,14,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,33,12
115283,30068,Non profit - Other,10/15/1981,4,0.67861,3.52345,0,39,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,10,0
055116,94044,For profit - Corporation,11/01/1972,5,1.89752,3.75565,0,48,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,17,0
255227,39429,For profit - Corporation,03/01/1996,1,0.41482,4.20791,29474,24,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,18,4
055242,95240,For profit - Corporation,01/01/1967,5,0.56487,4.02958,0,54,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,2,0
055710,90046,For profit - Limited Liability company,10/01/1973,2,0.40289,3.89642,0,47,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,62,3
255116,39216,For profit - Partnership,06/01/1989,3,0.67312,3.94581,0,31,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,10,0
265583,63640,Non profit - Corporation,07/01/1994,4,0.86457,3.90519,0,26,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,11,0
185028,40311,For profit - Corporation,01/12/1967,4,0.46518,3.43901,0,54,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,7,0
085019,19901,For profit - Corporation,05/01/1979,5,1.27749,4.53855,0,41,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,13,0
165547,52654,Non profit - Church related,06/01/2004,3,0.824,4.56024,10400,16,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,18,2
235477,48309,For profit - Limited Liability company,01/01/1989,3,0.64055,4.01301,25721,32,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,49,4
265752,65712,Government - County,03/01/2003,3,0.56984,4.03719,0,17,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,20,0
265469,63401,For profit - Corporation,09/30/1991,2,0.05628,2.18229,0,29,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,27,1
055839,95360,For profit - Corporation,08/01/1969,4,0.63296,3.91568,0,51,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,12,1
135060,83276,Government - County,08/21/1975,5,1.31761,6.28008,0,45,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,17,0
165523,51334,For profit - Corporation,02/01/2004,2,1.07433,3.92466,18246,16,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,26,1
155246,46304,Government - County,01/30/1985,1,0.27038,2.58211,0,35,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,40,0
255271,39645,For profit - Partnership,01/08/2001,3,0.55385,3.90291,0,20,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,10,0
105618,32792,Non profit - Corporation,11/23/1988,5,0.70476,3.92641,0,32,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,10,0
105776,32127,For profit - Corporation,10/09/1992,4,0.6204,4.28831,0,28,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,11,0
105649,34785,For profit - Corporation,05/01/1989,2,0.36325,3.9952,88364,31,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,19,2
225688,01969,For profit - Corporation,09/01/1995,5,0.47428,2.57565,0,25,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,3,0
235513,48871,For profit - Corporation,12/26/1991,5,0.76788,3.47544,20126,29,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,32,2
055758,90650,For profit - Corporation,10/01/1985,3,0.36363,4.06776,0,35,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,53,0
175534,67213,Non profit - Corporation,04/04/2013,5,0.68625,5.27361,0,7,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,3,0
05A427,94538,For profit - Corporation,05/01/2014,3,0.74922,3.7633,0,6,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,5,1
245447,55912,For profit - Corporation,03/01/1987,5,0.6383,5.36209,0,33,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,10,0
105346,32055,For profit - Individual,08/15/1978,2,0.42256,4.02747,0,42,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,30,0
035134,85541,For profit - Corporation,10/31/1986,1,0.68748,3.17392,0,34,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,34,1
215083,21629,For profit - Limited Liability company,12/13/1971,4,0.46061,2.4366,0,49,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,26,0
235284,48640,For profit - Limited Liability company,07/01/1976,1,0.55043,3.86195,161499,44,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,53,6
135098,83704,For profit - Corporation,05/16/1986,3,0.6415,3.65762,26325,34,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,36,5
056279,93654,Non profit - Corporation,05/01/1971,5,0.32569,4.6766,0,49,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,14,0
115600,30518,For profit - Corporation,04/07/1996,3,0.62825,3.02954,0,24,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,6,2
075347,06078,For profit - Corporation,06/21/1991,2,0.70994,3.67454,10377,29,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,22,2
045166,72396,For profit - Limited Liability company,09/01/1991,1,0.2853,4.73381,81721,29,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,20,7
146187,60018,For profit - Corporation,11/14/2018,4,3.45806,6.46472,0,2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0
105470,32034,For profit - Corporation,09/01/1984,5,0.66908,2.81,0,36,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,6,0
235651,49829,Non profit - Corporation,04/01/2010,5,1.62496,4.69616,0,10,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,14,1
055932,91607,For profit - Corporation,05/22/1968,1,0.38643,3.6659,6500,52,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,79,4
055310,94903,For profit - Corporation,01/01/1967,4,0.43812,3.46926,0,54,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,25,1
155064,46902,For profit - Corporation,02/06/1968,1,0.36921,3.62553,85157,52,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,68,8
085010,19963,For profit - Corporation,05/30/1969,2,0.81974,4.06274,9620,51,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,94,1
215055,21502,For profit - Corporation,02/01/1978,1,0.41302,3.39736,0,42,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,59,0
235176,49412,For profit - Corporation,08/25/1969,2,0.53214,3.06821,0,51,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,48,1
195327,70737,For profit - Corporation,01/01/1995,2,0.25851,3.17977,0,26,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,17,0
075017,06473,For profit - Corporation,01/01/1967,1,0.79955,3.90888,66125,54,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,30,3
05A137,91767,For profit - Corporation,02/01/1975,4,0.20213,2.50824,0,45,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,35,0
055001,92373,For profit - Corporation,08/01/1978,4,0.48433,3.60179,0,42,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,22,0
08A011,19803,For profit - Corporation,07/15/1999,5,1.35636,4.71646,0,21,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,29,0
195562,71019,For profit - Corporation,10/18/2002,2,0.14035,3.71979,0,18,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,20,0
175532,67228,For profit - Corporation,01/15/2013,5,0.73177,4.72374,0,8,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,22,0
145465,62052,For profit - Corporation,06/01/1983,2,0.61091,3.22701,41477,37,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,31,4
225349,02664,Non profit - Corporation,07/01/1989,2,0.59277,3.12307,34951,31,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,40,2
225437,02492,For profit - Corporation,07/01/1990,2,1.02768,4.35494,47808,30,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,36,3
215145,20782,For profit - Individual,11/01/1982,3,0.68443,4.12717,0,38,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,30,2
155769,47304,Government - County,07/01/2008,5,0.90852,4.57396,8778,12,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,13,1
195611,70403,For profit - Corporation,02/01/2005,4,0.1648,2.80926,0,15,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,4,0
045184,71653,Non profit - Corporation,01/01/1992,2,0.42151,4.31992,15349,29,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,28,4
235488,48322,For profit - Corporation,10/01/1989,4,0.84019,4.72094,0,31,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,35,1
115536,30680,For profit - Corporation,01/01/1993,4,0.35605,2.98701,0,28,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,16,0
105691,33442,For profit - Corporation,06/04/1990,3,1.46847,4.61784,0,30,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,14,0
045346,71833,For profit - Corporation,12/18/1998,3,0.33777,3.61204,0,22,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,20,0
165426,50220,For profit - Corporation,03/01/2000,4,0.78967,3.26458,0,20,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,9,1
235383,48212,For profit - Corporation,11/01/1978,2,0.26999,2.97309,52826,42,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,45,3
175168,67206,For profit - Corporation,01/28/1988,1,0.48178,4.02834,31165,32,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,37,5
056300,95503,For profit - Partnership,07/10/1973,4,0.28168,4.00549,0,47,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,28,2
085050,19709,For profit - Corporation,12/21/2005,5,0.88794,3.89165,0,15,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,31,0
105858,34452,For profit - Corporation,07/29/1994,5,0.47035,4.12317,0,26,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,8,0
045192,72601,For profit - Corporation,02/01/1992,4,0.45056,4.10425,18200,28,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,12,2
165314,50140,Non profit - Corporation,12/11/1996,5,0.36379,3.34758,0,24,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,3,0
265669,64093,For profit - Corporation,03/18/1997,3,0.24138,3.21154,0,23,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,20,0
175472,66018,For profit - Limited Liability company,11/28/2003,4,0.58165,4.44963,0,17,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,9,0
106040,32092,Non profit - Church related,01/03/2002,5,1.6138,4.64681,10286,19,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,9,1
135053,83814,For profit - Corporation,06/15/1973,2,0.71123,4.19856,88605,47,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,38,5
075388,06001,For profit - Individual,08/09/1993,1,0.82551,3.05656,9692,27,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,29,2
215273,20602,For profit - Corporation,06/01/1995,4,0.64334,3.56812,0,25,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,21,0
075413,06606,For profit - Corporation,11/15/1996,3,0.49917,3.65757,6500,24,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,13,1
105421,34112,Non profit - Other,10/22/1982,3,0.68535,3.92444,0,38,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,15,0
115339,31419,For profit - Corporation,11/12/1986,2,0.54105,3.53063,0,34,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,17,0
155754,46517,Non profit - Corporation,07/27/2006,5,0.94525,4.6206,0,14,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,8,0
165287,52358,Non profit - Corporation,09/01/1996,5,0.73232,3.69627,0,24,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
056206,90011,For profit - Limited Liability company,06/24/1970,2,0.23295,3.60702,0,50,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,62,1
145821,60123,For profit - Limited Liability company,12/07/1994,5,1.25633,3.79655,0,26,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,23,1
165599,52772,Non profit - Corporation,07/01/2010,5,0.56717,3.74557,0,10,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
245349,55976,Non profit - Corporation,09/01/1986,1,0.75072,3.98917,0,34,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,30,2
105803,33010,For profit - Corporation,07/01/1993,4,1.63332,4.54151,0,27,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,22,0
155353,47240,Government - County,03/15/1990,2,0.70334,2.89294,11375,30,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,17,2
105832,34952,For profit - Corporation,10/18/1993,3,0.64661,5.46504,0,27,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,11,0
105508,33157,Non profit - Corporation,08/01/1985,4,0.90345,4.87292,0,35,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,30,0
185286,42629,For profit - Partnership,08/13/1991,1,0.2185,3.61846,160605,29,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,9,8
255219,38703,Non profit - Corporation,01/01/1996,4,0.65996,3.19632,0,25,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,4,0
235625,49106,For profit - Corporation,11/28/2006,3,0.29429,3.42788,49347,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,28,6
105654,33761,For profit - Partnership,09/19/1989,5,0.68766,4.0093,0,31,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,5,0
215212,20783,For profit - Corporation,11/01/1989,5,0.67187,4.46558,0,31,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,4,0
145286,62088,For profit - Corporation,05/01/1975,3,0.40292,3.06879,19481,45,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,21,2
195392,71295,For profit - Limited Liability company,11/01/1996,1,0.19234,4.09504,23882,24,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,19,3
115381,30125,For profit - Corporation,09/15/1989,1,0.19695,3.06391,0,31,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,11,0
265559,65807,For profit - Individual,12/28/1993,4,0.42428,3.9659,0,27,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,11,2
235555,48329,Non profit - Other,07/01/1994,2,0.54541,4.29964,10491,26,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,34,5
165576,52161,Non profit - Corporation,11/09/2006,5,0.9601,4.18282,0,14,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3,0
225313,01085,Non profit - Corporation,07/11/1988,1,0.2744,3.07659,128261,32,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,32,6
265489,63670,For profit - Corporation,02/25/1992,4,0.43094,3.06031,0,28,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,16,0
145678,60193,For profit - Corporation,06/28/1990,4,1.03182,3.44531,34985,30,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,27,2
115584,30703,Non profit - Other,07/01/1995,3,0.23055,3.19416,0,25,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,3,0
056438,90035,For profit - Corporation,05/13/1974,2,0.21411,4.13921,6500,46,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,41,1
195526,70403,For profit - Corporation,08/20/2001,3,0.12096,3.32898,8128,19,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,6,0
055519,90242,For profit - Corporation,09/01/1977,2,0.34869,3.99561,0,43,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,59,5
146130,60073,For profit - Partnership,02/01/2009,1,0.53162,3.28409,17648,11,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,31,6
245114,55350,Non profit - Corporation,03/15/1967,4,0.68363,4.23077,8348,53,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,5,1
225720,01527,For profit - Corporation,01/23/1997,4,0.61059,3.72912,0,24,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,13,0
155379,46975,Non profit - Other,06/21/1991,1,0.40423,3.04599,159777,29,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,48,5
245596,56187,For profit - Corporation,01/01/1992,2,0.67709,3.8753,0,29,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,30,3
175474,67431,Non profit - Other,08/15/2004,5,0.78204,3.71561,0,16,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,14,0
